upc (ean),price,OriginalPrice,availability,sku,title
1.94896E+11,72,240,1,1139588,Columbia Peak To Park Mid Insulated Jacket - Women's Stone Green \u002F Gunmetal 2X
1.94896E+11,72,240,2,1139589,Columbia Peak To Park Mid Insulated Jacket - Women's Stone Green \u002F Gunmetal 3X
1.94896E+11,72,240,3,1139590,Columbia Peak To Park Mid Insulated Jacket - Women's Dark Sapphire \u002F Gunmetal 1X
1.94896E+11,72,240,2,1139591,Columbia Peak To Park Mid Insulated Jacket - Women's Dark Sapphire \u002F Gunmetal 2X
1.94896E+11,72,240,2,1139592,Columbia Peak To Park Mid Insulated Jacket - Women's Dark Sapphire \u002F Gunmetal 3X
1.94896E+11,72,240,2,1139593,Columbia Peak To Park Mid Insulated Jacket - Women's Nocturnal \u002F Gunmetal 2X
1.94896E+11,72,240,6,1139594,Columbia Peak To Park Mid Insulated Jacket - Women's Nocturnal \u002F Gunmetal 3X
1.94896E+11,72,240,2,1139595,Columbia Peak To Park Mid Insulated Jacket - Women's Nocturnal \u002F Gunmetal 1X
1.94896E+11,72,240,3,1139596,Columbia Peak To Park Mid Insulated Jacket - Women's Marionberry \u002F Gunmetal 3X
1.94896E+11,72,240,3,1139597,Columbia Peak To Park Mid Insulated Jacket - Women's Marionberry \u002F Gunmetal 1X
1.94896E+11,72,240,6,1139598,Columbia Peak To Park Mid Insulated Jacket - Women's Marionberry \u002F Gunmetal 2X
1.94895E+11,66,220,2,1246915,Columbia Peak To Park Mid Insulated Jacket - Women's Black \u002F Gunmetal XXL
1.94895E+11,66,220,3,1246916,Columbia Peak To Park Mid Insulated Jacket - Women's Chalk \u002F Gunmetal XL
1.94895E+11,66,220,4,1246918,Columbia Peak To Park Mid Insulated Jacket - Women's Marionberry \u002F Gunmetal S
1.94895E+11,66,220,1,1246919,Columbia Peak To Park Mid Insulated Jacket - Women's Marionberry \u002F Gunmetal XXL
1.94895E+11,66,220,6,1248918,Columbia Peak To Park Mid Insulated Jacket - Women's Black \u002F Gunmetal M
1.94895E+11,66,220,5,1248919,Columbia Peak To Park Mid Insulated Jacket - Women's Black \u002F Gunmetal XL
1.94895E+11,66,220,1,1248920,Columbia Peak To Park Mid Insulated Jacket - Women's Chalk \u002F Gunmetal S
1.94895E+11,66,220,2,1248921,Columbia Peak To Park Mid Insulated Jacket - Women's Chalk \u002F Gunmetal M
1.94895E+11,66,220,4,1248922,Columbia Peak To Park Mid Insulated Jacket - Women's Chalk \u002F Gunmetal L
1.94895E+11,66,220,5,1248923,Columbia Peak To Park Mid Insulated Jacket - Women's Marionberry \u002F Gunmetal M
1.94895E+11,66,220,3,1248924,Columbia Peak To Park Mid Insulated Jacket - Women's Marionberry \u002F Gunmetal L
1.94895E+11,66,220,2,1248925,Columbia Peak To Park Mid Insulated Jacket - Women's Marionberry \u002F Gunmetal XL
8.88556E+11,59.7,199,2,1182355,Obermeyer Lily Turtleneck Sweater - Women's Beret S
8.88556E+11,59.7,199,5,1182356,Obermeyer Lily Turtleneck Sweater - Women's Beret M
8.88556E+11,59.7,199,3,1182357,Obermeyer Lily Turtleneck Sweater - Women's Beret L
8.88556E+11,59.7,199,3,1182358,Obermeyer Lily Turtleneck Sweater - Women's Just Peachy S
8.88556E+11,59.7,199,4,1182359,Obermeyer Lily Turtleneck Sweater - Women's Just Peachy M
8.88556E+11,59.7,199,2,1182360,Obermeyer Lily Turtleneck Sweater - Women's Just Peachy L
8.88556E+11,59.7,199,3,1182361,Obermeyer Lily Turtleneck Sweater - Women's Quartz L
1.93574E+11,16.5,55,4,1159062,Volcom Lived In Lounge Poncho - Women's Faded Mauve S
8.88665E+11,27,90,1,1128364,Columbia Anytime Casual Zip-Up Sweater - Women's Black XS
1.94005E+11,72,240,1,1138721,Columbia Watson Lake Interchange Jacket - Women's Black Satin XS
1.96134E+11,18,60,1,1159109,Volcom Lived In Lounge Zip Fleece Hoodie - Women's Dark Pine XS
1.96134E+11,18,60,0,1159114,Volcom Lived In Lounge Zip Fleece Hoodie - Women's Raisin S
1.96134E+11,18,60,0,1159115,Volcom Lived In Lounge Zip Fleece Hoodie - Women's Raisin M
1.96134E+11,42,60,1,1159116,Volcom Lived In Lounge Zip Fleece Hoodie - Women's Raisin L
1.96134E+11,18,60,1,1285701,Volcom Lived In Lounge Zip Fleece Hoodie - Women's Dark Clay M
1.96134E+11,18,60,0,1285702,Volcom Lived In Lounge Zip Fleece Hoodie - Women's Dark Clay L
1.96134E+11,18,60,1,1285703,Volcom Lived In Lounge Zip Fleece Hoodie - Women's Dark Clay XL
1.95964E+11,28.5,95,1,1099338,prAna Unwind Lounge Top - Women's Oatmeal Heather L
8.40057E+11,9.6,32,2,1282287,Coal Bert Ear Flap Pom Beanie - Women's Khaki One Size
7.3264E+11,7.2,23.99,0,116037,Screamer Ripple Beanie 116037
7.32641E+11,7.8,26,6,1162387,Screamer Ripple Beanie Flint One Size
1.9266E+11,54,180,1,1132900,Columbia Sparks Lake Jacket - Women's Black M
1.9266E+11,54,180,2,1132901,Columbia Sparks Lake Jacket - Women's Black XS
1.9266E+11,54,180,1,1132906,Columbia Sparks Lake Jacket - Women's Chalk XS
1.9266E+11,54,180,2,1132907,Columbia Sparks Lake Jacket - Women's Dark Nocturnal S
1.9266E+11,54,180,2,1132908,Columbia Sparks Lake Jacket - Women's Dark Nocturnal L
1.9266E+11,54,180,1,1132909,Columbia Sparks Lake Jacket - Women's Dark Nocturnal XL
1.93856E+11,54,180,3,1132910,Columbia Sparks Lake Jacket - Women's Dark Nocturnal XXL
1.9266E+11,54,180,3,1132911,Columbia Sparks Lake Jacket - Women's Dark Nocturnal M
1.94005E+11,54,180,4,1132914,Columbia Sparks Lake Jacket - Women's Stone Green S
1.94005E+11,54,180,1,1132915,Columbia Sparks Lake Jacket - Women's Stone Green L
1.94005E+11,54,180,1,1132917,Columbia Sparks Lake Jacket - Women's Stone Green M
1.9266E+11,140,200,1,1132919,Columbia Sparks Lake Jacket - Women's Black XXL
1.9266E+11,60,200,3,1132920,Columbia Sparks Lake Jacket - Women's Black 3XL
1.9266E+11,60,200,2,1132921,Columbia Sparks Lake Jacket - Women's Black 1X
1.9266E+11,60,200,2,1132923,Columbia Sparks Lake Jacket - Women's Dark Nocturnal 3XL
1.9266E+11,60,200,1,1132924,Columbia Sparks Lake Jacket - Women's Dark Nocturnal 1X
1.9266E+11,54,180,4,1132867,Columbia Peak To Park Mid Insulated Jacket - Women's Black XS
1.9266E+11,54,180,1,1132871,Columbia Peak To Park Mid Insulated Jacket - Women's Chalk XS
1.9266E+11,126,180,1,1132872,Columbia Peak To Park Mid Insulated Jacket - Women's Chalk S
1.9266E+11,54,180,3,1132878,Columbia Peak To Park Mid Insulated Jacket - Women's Dark Nocturnal XS
1.9266E+11,54,180,0,1132879,Columbia Peak To Park Mid Insulated Jacket - Women's Dark Nocturnal XL
1.9266E+11,54,180,0,1132882,Columbia Peak To Park Mid Insulated Jacket - Women's Olive Green M
1.9266E+11,54,180,1,1132884,Columbia Peak To Park Mid Insulated Jacket - Women's Olive Green S
1.9266E+11,54,180,1,1132887,Columbia Peak To Park Mid Insulated Jacket - Women's Wild Iris XS
1.9266E+11,60,200,1,1132890,Columbia Peak To Park Mid Insulated Jacket - Women's Black 2X
1.9266E+11,60,200,1,1132891,Columbia Peak To Park Mid Insulated Jacket - Women's Dark Nocturnal 1X
1.9266E+11,60,200,0,1132892,Columbia Peak To Park Mid Insulated Jacket - Women's Dark Nocturnal 2X
1.9266E+11,60,200,0,1132893,Columbia Peak To Park Mid Insulated Jacket - Women's Dark Nocturnal 3X
1.94005E+11,45,150,1,1138687,Columbia Joy Peak Omni-Heat Infinity Insulated Jacket - Women's Dark Nocturnal S
1.94005E+11,45,150,2,1138690,Columbia Joy Peak Omni-Heat Infinity Insulated Jacket - Women's Malbec L
1.94005E+11,45,150,2,1138691,Columbia Joy Peak Omni-Heat Infinity Insulated Jacket - Women's Malbec XL
1.94005E+11,45,150,2,1138692,Columbia Joy Peak Omni-Heat Infinity Insulated Jacket - Women's Malbec XXL
1.94005E+11,45,150,1,1138693,Columbia Joy Peak Omni-Heat Infinity Insulated Jacket - Women's Malbec S
1.91456E+11,21,70,2,1131765,Columbia Work To Play Jacket - Women's Flint Grey M
1.91456E+11,21,70,1,1131766,Columbia Work To Play Jacket - Women's Flint Grey XL
1.90893E+11,82.5,110,3,1129861,Columbia Kruser Ridge II Softshell - Women's Black L
1.90893E+11,82.5,110,1,1129862,Columbia Kruser Ridge II Softshell - Women's Black XL
1.90893E+11,82.5,110,1,1129864,Columbia Kruser Ridge II Softshell - Women's Black XS
1.90893E+11,82.5,110,2,1129865,Columbia Kruser Ridge II Softshell - Women's Black S
1.90893E+11,82.5,110,3,1129866,Columbia Kruser Ridge II Softshell - Women's Black M
1.94895E+11,82.5,110,2,1129871,Columbia Kruser Ridge II Softshell - Women's Dark Sapphire S
1.94895E+11,82.5,110,2,1129872,Columbia Kruser Ridge II Softshell - Women's Dark Sapphire L
1.94895E+11,82.5,110,2,1129873,Columbia Kruser Ridge II Softshell - Women's Dark Sapphire M
1.94895E+11,82.5,110,1,1129874,Columbia Kruser Ridge II Softshell - Women's Dark Sapphire XL
1.90893E+11,97.5,130,1,1129886,Columbia Kruser Ridge II Softshell - Women's Black 3X
1.90893E+11,97.5,130,6,1129887,Columbia Kruser Ridge II Softshell - Women's Black 1X
1.90893E+11,97.5,130,7,1129888,Columbia Kruser Ridge II Softshell - Women's Black 2X
1.9266E+11,91,130,1,1129889,Columbia Kruser Ridge II Softshell - Women's Dark Nocturnal 3X
1.9266E+11,91,130,1,1129890,Columbia Kruser Ridge II Softshell - Women's Dark Nocturnal 2X
1.91455E+11,45,60,1,1130841,Columbia Glacial IV Half Zip Fleece - Women's Black XS
1.91455E+11,45,60,1,1130843,Columbia Glacial IV Half Zip Fleece - Women's Black L
1.92661E+11,45,150,1,1129528,Columbia Powder Lite Vest - Women's Black 3X
1.9266E+11,69.99,140,0,1127974,Columbia Bugaboo Omni-Heat Pants - Women's Black 1X Regular
1.9266E+11,42,140,1,1127975,Columbia Bugaboo Omni-Heat Pants - Women's Black XXL Regular
1.93855E+11,81,270,1,1132936,Columbia Mount Erie Interchange Liner And Shell Winter Jacket - Women's Elk 1X
1.91455E+11,66,220,2,1130631,Columbia Out And Back Interchange Jacket - Women's Black M
1.91455E+11,66,220,2,1130632,Columbia Out And Back Interchange Jacket - Women's Black L
1.91455E+11,66,220,1,1130635,Columbia Out And Back Interchange Jacket - Women's Nori L
1.94005E+11,39,130,0,1137836,Columbia Leadbetter Point Sherpa Hybrid Jacket - Women's Chalk \u002F Beach L
1.94005E+11,39,130,1,1137841,Columbia Leadbetter Point Sherpa Hybrid Jacket - Women's Stone Green \u002F Cypress Mod Camo Print XS
1.94005E+11,39,130,1,1137842,Columbia Leadbetter Point Sherpa Hybrid Jacket - Women's Stone Green \u002F Cypress Mod Camo Print S
1.94005E+11,39,130,2,1137843,Columbia Leadbetter Point Sherpa Hybrid Jacket - Women's Stone Green \u002F Cypress Mod Camo Print M
44659086220,15,50,1,1161570,Hot Fingers Pearl Mitten - Women's Silver L
1.95722E+11,33.6,112,1,1144944,Wanakome Galaxy Hoodie - Women's Juice S
1.95722E+11,33.6,112,3,1144945,Wanakome Galaxy Hoodie - Women's Juice M
1.95722E+11,33.6,112,0,1144947,Wanakome Galaxy Hoodie - Women's Juice XL
1.95722E+11,33.6,112,0,1144948,Wanakome Galaxy Hoodie - Women's Vanilla S
1.95722E+11,33.6,112,1,1144949,Wanakome Galaxy Hoodie - Women's Vanilla XL
1.95722E+11,33.6,112,5,1144950,Wanakome Galaxy Hoodie - Women's Vanilla M
1.95964E+11,89,89,1,1099283,prAna Frieda Top - Women's Oatmeal M
1.95964E+11,89,89,1,1099284,prAna Frieda Top - Women's Oatmeal L
1.95964E+11,26.7,89,1,1107818,prAna Frieda Top - Women's Antique Bronze S
1.95964E+11,26.7,89,0,1107819,prAna Frieda Top - Women's Antique Bronze M
1.95964E+11,26.7,89,2,1107820,prAna Frieda Top - Women's Antique Bronze L
1.95964E+11,26.7,89,1,1107821,prAna Frieda Top - Women's Antique Bronze XL
7.57278E+11,18,60,1,1155870,White Sierra Power Jacket - Women's Bright Rose XL
8.82924E+11,36,120,2,1151980,Toad&Co Huxley Jacket - Women's Beetle S
8.82924E+11,36,120,1,1151981,Toad&Co Huxley Jacket - Women's Beetle M
8.86535E+11,45,150,4,1140752,Columbia Millon Air Softshell Jacket - Women's Glaze Green M
7.7013E+11,28.5,95,1,1144980,Wanakome Artemis Hoodie - Women's Bluejay Stripe S
1.95722E+11,21,70,2,1144928,Wanakome Arden Sweater - Women's Ivory L
1.95722E+11,21,70,2,1144932,Wanakome Arden Sweater - Women's Rose S
1.95722E+11,21,70,0,1144933,Wanakome Arden Sweater - Women's Rose M
1.94896E+11,64.99,130,0,1139777,Columbia Delta Ridge Hooded Vest - Women's Black S
1.94896E+11,39,130,0,1139784,Columbia Delta Ridge Hooded Vest - Women's Trade Winds Grey Heather S
1.94896E+11,39,130,0,1139785,Columbia Delta Ridge Hooded Vest - Women's Trade Winds Grey Heather M
1.94896E+11,39,130,0,1139786,Columbia Delta Ridge Hooded Vest - Women's Malbec S
1.94896E+11,39,130,1,1139787,Columbia Delta Ridge Hooded Vest - Women's Malbec M
1.94896E+11,39,130,1,1139788,Columbia Delta Ridge Hooded Vest - Women's Malbec L
1.94003E+11,16.5,55,1,1133825,Columbia Columbia Logo Hoodie - Women's Black S
1.94003E+11,16.5,55,3,1133826,Columbia Columbia Logo Hoodie - Women's Black L
1.94003E+11,16.5,55,1,1133827,Columbia Columbia Logo Hoodie - Women's Black XL
1.94003E+11,16.5,55,1,1133828,Columbia Columbia Logo Hoodie - Women's Black XS
1.94003E+11,16.5,55,4,1133829,Columbia Columbia Logo Hoodie - Women's Black M
1.94003E+11,16.5,55,0,1133830,Columbia Columbia Logo Hoodie - Women's Black XXL
1.94003E+11,19.5,65,3,1133841,Columbia Columbia Logo Hoodie - Women's Black 3X
1.9266E+11,16.5,55,1,1132249,Columbia Basin Fleece Trail Half Zip - Women's Black XS
1.9266E+11,16.5,55,1,1132250,Columbia Basin Fleece Trail Half Zip - Women's Black S
1.9266E+11,16.5,55,1,1132252,Columbia Basin Fleece Trail Half Zip - Women's Chalk XS
1.93855E+11,66,220,2,1131298,Columbia Chatfield Hill Jacket - Plus Size - Women's Elk 3X
1.96134E+11,20.4,68,1,1092783,Volcom Santeria Sweater - Women's Stormy Blue XS
1.96134E+11,32.99,68,1,1092785,Volcom Santeria Sweater - Women's Stormy Blue M
1.96134E+11,20.4,68,2,1092786,Volcom Santeria Sweater - Women's Stormy Blue L
8.42852E+11,10.2,34,41,1038252,Coal The Myrtle Chunky Knit Pom Beanie - Women's Creme One Size
8.42852E+11,10.2,34,12,1038253,Coal The Myrtle Chunky Knit Pom Beanie - Women's Old Gold One Size
1.95964E+11,34.5,115,4,1099207,prAna Ibid Sweater Tunic - Women's Dovetail S
1.96134E+11,18.6,62,1,1092788,Volcom Girl Chat Sweater Black XS
1.96134E+11,18.6,62,2,1092789,Volcom Girl Chat Sweater Black S
8.42852E+11,9,30,36,1038244,Coal The Edith Rainbow Speckle Knit Beanie Black One Size
8.40057E+11,24,30,5,1090693,Coal The Benny Ultra Tall Beanie Mint One Size
8.40057E+11,9,30,6,1090694,Coal The Benny Ultra Tall Beanie Goldenrod One Size
8.40057E+11,24.8,31,7,1282285,Coal The Benny Ultra Tall Beanie Black One Size
8.46747E+11,14.4,48,6,1090772,Pistil Blix Beanie Slate One Size
1.9266E+11,54,180,2,533095,Columbia Chatfield Hill Jacket - Women's Flint Grey S
1.9266E+11,54,180,1,533096,Columbia Chatfield Hill Jacket - Women's Flint Grey M
1.9266E+11,54,180,1,533097,Columbia Chatfield Hill Jacket - Women's Flint Grey L
1.9266E+11,54,180,1,533098,Columbia Chatfield Hill Jacket - Women's Flint Grey XL
1.93855E+11,54,180,3,693924,Columbia Chatfield Hill Jacket - Women's Elk M
1.93855E+11,126,180,1,693925,Columbia Chatfield Hill Jacket - Women's Elk L
1.93855E+11,54,180,1,693926,Columbia Chatfield Hill Jacket - Women's Elk XL
1.91455E+11,126,180,1,871393,Columbia Chatfield Hill Jacket - Women's Black XL
1.93855E+11,54,180,1,1131290,Columbia Chatfield Hill Jacket - Women's Fossil M
1.93855E+11,54,180,2,1131291,Columbia Chatfield Hill Jacket - Women's Fossil S
8.89761E+11,220,220,2,903753,prAna Esla Coat - Women's Slate Green XS
8.89761E+11,189,189,4,903754,prAna Esla Coat - Women's Slate Green S
8.89761E+11,189,189,1,903757,prAna Esla Coat - Women's Slate Green XL
1.95964E+11,66,220,2,1107372,prAna Esla Coat - Women's Maroon S
1.95964E+11,66,220,2,1107373,prAna Esla Coat - Women's Maroon M
1.94004E+11,19.5,65,2,871395,Columbia Sunday Summit Oversized Funnel Pullover - Women's Black S
1.93574E+11,19.5,65,1,1144825,Volcom Galactic Stone Hoodie - Women's Multi XS
1.93855E+11,22.5,75,1,1133947,Columbia Plus Size Sunday Summit Hooded Pullover - Women's Chalk 2X
1.93855E+11,22.5,75,2,1133949,Columbia Plus Size Sunday Summit Hooded Pullover - Women's Grey Ash Heather 2X
1.93855E+11,22.5,75,1,1133951,Columbia Plus Size Sunday Summit Hooded Pullover - Women's Grey Ash Heather 3X
1.94005E+11,22.5,75,1,1133952,Columbia Plus Size Sunday Summit Hooded Pullover - Women's Winter Mauve 1X
1.93855E+11,182,260,1,688804,Columbia Bugaboo II Fleece Interchange Jacket - Women's Elk S
1.93855E+11,182,260,3,688806,Columbia Bugaboo II Fleece Interchange Jacket - Women's Elk L
1.94896E+11,63,210,1,1035557,Columbia Bugaboo II Fleece Interchange Jacket - Women's Stone Green M
1.94895E+11,78,260,3,1129195,Columbia Bugaboo II Fleece Interchange Jacket - Women's Marionberry M
1.94895E+11,78,260,4,1129196,Columbia Bugaboo II Fleece Interchange Jacket - Women's Marionberry S
1.94895E+11,78,260,1,1129197,Columbia Bugaboo II Fleece Interchange Jacket - Women's Marionberry L
1.94004E+11,54,180,1,1130412,Columbia Bugaboo II Fleece Interchange Jacket - Women's Plum S
1.95964E+11,28.5,95,0,1107502,prAna Desert Road Sweater - Women's Fawn S
1.95964E+11,28.5,95,1,1107503,prAna Desert Road Sweater - Women's Fawn M
1.95964E+11,28.5,95,2,1107504,prAna Desert Road Sweater - Women's Fawn L
1.95964E+11,28.5,95,1,1107505,prAna Desert Road Sweater - Women's Fawn XL
1.95964E+11,28.5,95,0,1107508,prAna Desert Road Sweater - Women's Soft Pine M
6.46055E+11,9.9,33,1,1160893,Everest Designs Bernice Beanie - Women's Charcoal One Size
1.96134E+11,24,80,2,1285650,Volcom Aw Peow Sweater - Women's Sand XS
1.96134E+11,24,80,0,1285651,Volcom Aw Peow Sweater - Women's Sand S
5.90174E+12,13.5,45,1,1231284,Starling Nicole Beanie F OS
44659007560,29.7,99,6,1162774,Swany Garland Leather Glove - Women's Black S
44659102050,39,130,2,1162781,Swany LaDown Glove - Women's Black S
44659102074,39,130,1,1162782,Swany LaDown Glove - Women's Black L
8.88555E+11,35.7,119,0,1158949,Obermeyer Lila Fleece Pullover - Women's Fog XL
8.88555E+11,35.7,119,0,1158950,Obermeyer Lila Fleece Pullover - Women's Fog L
8.88555E+11,50.7,169,1,1158947,Obermeyer Stella Fleece Jacket - Women's Fog XL
8.88556E+11,104.7,349,2,1158193,Obermeyer Highlands Shell Pant - Women's Black 8
8.88556E+11,104.7,349,2,1158194,Obermeyer Highlands Shell Pant - Women's Black 8
8.88556E+11,104.7,349,1,1158195,Obermeyer Highlands Shell Pant - Women's Black 6
8.88556E+11,104.7,349,2,1158196,Obermeyer Highlands Shell Pant - Women's Black 10
8.88556E+11,104.7,349,1,1158197,Obermeyer Highlands Shell Pant - Women's Black 14
8.88556E+11,104.7,349,2,1158198,Obermeyer Highlands Shell Pant - Women's Black 10
8.88556E+11,104.7,349,2,1158199,Obermeyer Highlands Shell Pant - Women's Black 12
8.88556E+11,104.7,349,3,1158200,Obermeyer Highlands Shell Pant - Women's Black 12
8.88556E+11,50.85,169.5,2,1158267,Obermeyer Milan Stretch Pant - Women's Black 6 Regular
8.88556E+11,50.85,169.5,1,1158269,Obermeyer Milan Stretch Pant - Women's Black 12 Regular
8.88556E+11,50.85,169.5,2,1158270,Obermeyer Milan Stretch Pant - Women's Black 12 Short
5.90174E+12,18,60,1,1162633,Starling Vanessa Beanie - Women's D One Size
1.96134E+11,19.5,65,1,1184688,Volcom I Dye 4 This Sweater - Women's Sand XS
1.96134E+11,19.5,65,0,1184689,Volcom I Dye 4 This Sweater - Women's Sand L
1.96134E+11,19.5,65,0,1184690,Volcom I Dye 4 This Sweater - Women's Sand S
5.90174E+12,16.5,55,2,1231292,Starling Desna Beanie - Women's E OS
5.90174E+12,16.5,55,1,1247155,Starling Desna Beanie - Women's I OS
5.90174E+12,18,60,2,1162626,Starling Karme Beanie - Women's C One Size
5.90174E+12,18,60,1,1162627,Starling Karme Beanie - Women's Cream One Size
8.88556E+11,110.7,369,1,1156634,Obermeyer Nova Jacket - Women's Aegean Blue 14
8.88556E+11,110.7,369,1,1156635,Obermeyer Nova Jacket - Women's Aegean Blue 10
5.90174E+12,15,50,4,1231294,Starling Tiny Beanie F OS
1.93574E+11,18,60,2,1184657,Volcom Bubble Tea Sweater - Women's Acai XS
1.93574E+11,18,60,3,1184664,Volcom Bubble Tea Sweater - Women's Black Plum XS
1.93574E+11,18,60,3,1184665,Volcom Bubble Tea Sweater - Women's Bone S
1.93574E+11,17.85,59.5,3,1184671,Volcom Bubble Tea Sweater - Women's Charcoal XS
1.93574E+11,17.85,59.5,2,1184674,Volcom Bubble Tea Sweater - Women's Charcoal S
1.96134E+11,18.6,62,4,1184675,Volcom Bubble Tea Sweater - Women's Espresso XS
1.96134E+11,18.6,62,6,1184676,Volcom Bubble Tea Sweater - Women's Espresso S
1.96134E+11,18.6,62,10,1184677,Volcom Bubble Tea Sweater - Women's Espresso M
1.96134E+11,18.6,62,1,1184678,Volcom Bubble Tea Sweater - Women's Espresso L
1.96134E+11,18.6,61.99,1,1248709,Volcom Bubble Tea Sweater - Women's Agrash XS
1.96134E+11,18.6,61.99,2,1248710,Volcom Bubble Tea Sweater - Women's Agrash M
1.96134E+11,18.6,61.99,3,1248711,Volcom Bubble Tea Sweater - Women's Agrash L
8.46747E+11,12.6,42,1,1162288,Pistil Betsey Beanie - Women's Ivoivory One Size
5.90174E+12,13.5,45,4,1162623,Starling Jasmin Beanie - Women's F One Size
5.90174E+12,18,60,2,1162614,Starling Gloria Beanie - Women's G One Size
80694529643,21,70,1,1156741,Salomon Moto II Zip Jacket - Women's Black S
8.88556E+11,80.7,269,2,1158205,Obermeyer Cloud Nine Snow Pant - Women's Black 4 Regular
8.88556E+11,80.7,269,1,1158206,Obermeyer Cloud Nine Snow Pant - Women's Black 10 Short
8.88556E+11,80.7,269,1,1158210,Obermeyer Cloud Nine Snow Pant - Women's Black 10 Long
8.88556E+11,80.7,269,3,1158213,Obermeyer Cloud Nine Snow Pant - Women's Black 8 Regular
8.88556E+11,80.7,269,3,1158218,Obermeyer Cloud Nine Snow Pant - Women's Black 6 Regular
8.88556E+11,80.7,269,0,1158219,Obermeyer Cloud Nine Snow Pant - Women's Black 6 Short
1.94895E+11,39,130,7,1138068,Columbia Sweet View Hooded Fleece Pullover - Women's Black \u002F Red Lily Check M
1.94895E+11,39,130,5,1138069,Columbia Sweet View Hooded Fleece Pullover - Women's Black \u002F Red Lily Check XL
1.94895E+11,39,130,3,1138070,Columbia Sweet View Hooded Fleece Pullover - Women's Black \u002F Red Lily Check S
1.94895E+11,39,130,4,1138071,Columbia Sweet View Hooded Fleece Pullover - Women's Black \u002F Red Lily Check L
1.94005E+11,39,130,1,1138072,Columbia Sweet View Hooded Fleece Pullover - Women's Chalk \u002F Ancient Fossil S
1.94005E+11,39,130,1,1138073,Columbia Sweet View Hooded Fleece Pullover - Women's Chalk \u002F Ancient Fossil XXL
1.94005E+11,39,130,1,1138074,Columbia Sweet View Hooded Fleece Pullover - Women's Chalk \u002F Ancient Fossil XL
1.94005E+11,39,130,0,1138076,Columbia Sweet View Hooded Fleece Pullover - Women's Chalk \u002F Ancient Fossil M
1.94005E+11,39,130,3,1138077,Columbia Sweet View Hooded Fleece Pullover - Women's Chalk \u002F Ancient Fossil L
1.94005E+11,33,110,1,1138078,Columbia Sweet View Hooded Fleece Pullover - Women's Stone Green \u002F Cypress Trad Camo XS
1.94004E+11,42,140,3,1138080,Columbia Sweet View Hooded Fleece Pullover - Women's Black 2X
1.94004E+11,42,140,2,1138082,Columbia Sweet View Hooded Fleece Pullover - Women's Black 1X
1.94004E+11,42,140,1,1138083,Columbia Sweet View Hooded Fleece Pullover - Women's Chalk \u002F Ancient Fossil 2X
1.94004E+11,42,140,1,1138084,Columbia Sweet View Hooded Fleece Pullover - Women's Chalk \u002F Ancient Fossil 1X
1.94856E+11,37.5,125,1,1109917,Toad&Co Bramble Jacket - Women's Beetle S
1.94856E+11,37.5,125,2,1109918,Toad&Co Bramble Jacket - Women's Beetle M
8.46747E+11,10.8,36,7,1090765,Pistil Zeta Beanie Ivory One Size
8.40057E+11,22.4,28,13,1090667,Coal The Uniform Beanie Black One Size
8.40057E+11,8.1,27,9,1090689,Coal The Uniform Beanie Heather Navy One Size
8.40057E+11,21.6,27,1,1090692,Coal The Uniform Beanie Light Brown One Size
7.29998E+11,12.3,41,1,871795,TurtleFur Mae Mae Beanie Midnight One Size
8.40057E+11,7.2,24,45,1038262,Coal The Team Athletic Stripe Pom Beanie Charcoal One Size
8.89761E+11,20.7,69,1,903894,prAna Ridgeview Top - Women's Ashy S
8.46747E+11,9.6,32,5,425995,Pistil Diva Beanie - Women's Grey One Size
,75,100,8,454994,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Shark XS
,75,100,3,454995,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Shark S
,75,100,11,454996,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Shark M
1.91455E+11,75,100,10,454997,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Shark L
1.91455E+11,75,100,3,454998,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Shark XL
1.9266E+11,75,100,1,693917,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Chalk XS
1.9266E+11,75,100,1,693919,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Chalk M
1.9266E+11,75,100,1,693921,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Chalk XL
1.9266E+11,30,100,1,1131209,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Cirrus Grey S
1.9266E+11,30,100,2,1131212,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Cirrus Grey L
1.94895E+11,30,100,1,1131214,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Marionberry S
1.94895E+11,30,100,0,1131215,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Marionberry M
1.94895E+11,30,100,1,1131216,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Marionberry XL
1.93856E+11,75,100,2,1131219,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Shark XXL
1.93855E+11,30,100,1,1131220,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Stone Green S
1.93855E+11,30,100,1,1131221,Columbia Fire Side II Sherpa Full Zip Fleece - Women's Stone Green M
1.94005E+11,33,110,1,1127950,Columbia Bugaboo Omni-Heat Insulate Snow Pant - Women's Bright Geranium XS Short
1.94896E+11,36,120,1,1127953,Columbia Bugaboo Omni-Heat Insulate Snow Pant - Women's Dark Coral S Regular
